KOPR;NOKOPR;UD01PR;UD02PR;KOSU;KOBO;DATOSUBIC;STFI1;STDV1;STOCNV1;STDV1C;STOCNV1C;RECENOFAC1;DESPNOFAC1;STFI2;STDV2;STOCNV2;STDV2C;STOCNV2C;RECENOFAC2;DESPNOFAC2;RLUD;FMPR;PFPR;HFPR;RUPR;MRPR
00990018;CELULON ACRILICO BLANCO;UN;UN;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
00990018;CELULON ACRILICO BLANCO;UN;UN;001;002;;0,00;68,00;0,00;0,00;0,00;0,00;0,00;0,00;68,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
00990018;CELULON ACRILICO BLANCO;UN;UN;004;011;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
06100221;GREDA DIDEVAL;UN;UN;004;011;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
06100221;GREDA DIDEVAL;UN;UN;001;002;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
1072522;"BROCHA CONDECORA 1""";UN;UN;005;005;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
1072522;"BROCHA CONDECORA 1""";UN;UN;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
159-Q00000055;ALQUID COATING BLANCO BD.;GL;BD;001;001;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;001;;;;
159-Q00000055;ALQUID COATING BLANCO BD.;GL;BD;005;005;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;001;;;;
159-Q60030051;ALQUID COATING VERDE PROMASA BD.;GL;BD;005;005;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;001;;;;
159-Q60030051;ALQUID COATING VERDE PROMASA BD.;GL;BD;004;011;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;001;;;;
159-Q60030051;ALQUID COATING VERDE PROMASA BD.;GL;BD;004;015;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;001;;;;
159-Q60030051;ALQUID COATING VERDE PROMASA BD.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;001;;;;
173-Q20000053;ESMALTE ANT. S/R NARANJA BD;GL;BD;001;001;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;001;;;;
24166321;PINCEL HELA N° 2;UN;UN;005;005;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
2PCAESM905BL5;ESMALTE AL AGUA 905 SEGUNDA BD.;GL;BD;004;009;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0001;0002;;
2PCAESM915BL5;ESMALTE AL AGUA OPACO 915 SEGUNDA BD.;GL;BD;004;009;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0001;0002;;
651-R60290011;EPOXIMEL VERDE 6029 GL.;GL;GL;005;005;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
80040004;DILUYENTE PXL 400 GRANEL;UN;UN;001;001;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
80090014;TAMBOR METALICO VACIO;UN;UN;001;001;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
80090014;TAMBOR METALICO VACIO;UN;UN;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;1.853,00;0,00;0,00;0,00;0,00;0,00;0,00;1.853,00;1,00;002;;;;
80090014;TAMBOR METALICO VACIO;UN;UN;004;004;;0,00;0,00;0,00;0,00;0,00;0,00;601,00;0,00;0,00;0,00;0,00;0,00;0,00;601,00;1,00;002;;;;
80090014;TAMBOR METALICO VACIO;UN;UN;004;012;;3,00;0,00;0,00;0,00;0,00;0,00;14,00;3,00;0,00;0,00;0,00;0,00;0,00;14,00;1,00;002;;;;
10701222;"BROCHA HELA 1""";UN;UN;004;006;;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;1,00;002;;;;
10701222;"BROCHA HELA 1""";UN;UN;001;001;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
10701222;"BROCHA HELA 1""";UN;UN;005;005;;-133,00;0,00;0,00;0,00;0,00;0,00;0,00;-133,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
10703226;BROCHA HELA MASTER 1;UN;UN;001;001;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
10703226;BROCHA HELA MASTER 1;UN;UN;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
10703226;BROCHA HELA MASTER 1;UN;UN;004;004;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
10703226;BROCHA HELA MASTER 1;UN;UN;004;011;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
24103050;ESPATULA HELA 50 MM.;UN;UN;001;002;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
24103050;ESPATULA HELA 50 MM.;UN;UN;005;005;;-26,00;0,00;0,00;0,00;0,00;0,00;0,00;-26,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
24167363;PINCEL PLANO HELA 06 PELO BUEY;UN;UN;005;005;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
2PCA913BEIG05;TEXTURA ORGANICA G-FINO BEIGE SEGUNDO BD.;GL;BD;004;009;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0004;;;
2PCA950PEST05;PASTA ESTUCRYL VERANO SEGUNDA BD.;GL;BD;004;009;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0004;;;
2PCAPLUS92105;FIBRO PLUS SEGUNDA BD.;GL;BD;004;009;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0005;0001;;
34958-8;ALGIFOL P/FIBROCEMENTO CASTAÑO 3110150 BD.;GL;BD;004;011;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;001;;;;
6113432-9;GUANTE TECHNICAL SKINNY T/9;UN;UN;001;002;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
651-R70400011;EPOXYMEL R-7040 C/A GL.;GL;GL;001;002;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
80090010;HUINCHA AMERICANA 45 MTRS.;UN;UN;001;002;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
80090010;HUINCHA AMERICANA 45 MTRS.;UN;UN;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
80090010;HUINCHA AMERICANA 45 MTRS.;UN;UN;004;011;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
80090013;IBC VACIO EN PRESTAMO;UN;UN;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;668,00;0,00;0,00;0,00;0,00;0,00;0,00;668,00;1,00;002;;;;
80090013;IBC VACIO EN PRESTAMO;UN;UN;004;004;;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;002;;;;
80090013;IBC VACIO EN PRESTAMO;UN;UN;005;005;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
06200408;LIJA FIERRO ISESA 80;UN;UN;001;002;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
06200408;LIJA FIERRO ISESA 80;UN;UN;004;011;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
106Q90000051;ANTICORROSIVO ESTRUCTURAL NEGRO BD.;GL;BD;006;007;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;001;;;;
24103034;ESPATULA HELA 30MM;UN;UN;005;005;;-8,00;0,00;0,00;0,00;0,00;0,00;0,00;-8,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
24103034;ESPATULA HELA 30MM;UN;UN;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
24103034;ESPATULA HELA 30MM;UN;UN;004;011;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
24161117;RODILLO HELA 110 MM.;UN;UN;004;011;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
24161117;RODILLO HELA 110 MM.;UN;UN;005;005;;-72,00;0,00;0,00;0,00;0,00;0,00;0,00;-72,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
24161117;RODILLO HELA 110 MM.;UN;UN;001;001;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
2PCA912GR1005;TEXTURAMICA G-10 BLANCA SEGUNDA BD.;GL;BD;004;009;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0004;0002;;
2PCA912GR1005;TEXTURAMICA G-10 BLANCA SEGUNDA BD.;GL;BD;004;016;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0004;0002;;
613-Q30000011;EPOXIPRIMER ROJO GL.;GL;GL;004;011;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
613-Q30000011;EPOXIPRIMER ROJO GL.;GL;GL;004;015;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
613-Q30000011;EPOXIPRIMER ROJO GL.;GL;GL;005;005;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
8000013;DILUYENTE SINTETICO S/R 5LTS;UN;UN;005;005;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
8000013;DILUYENTE SINTETICO S/R 5LTS;UN;UN;001;001;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
8000013;DILUYENTE SINTETICO S/R 5LTS;UN;UN;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
8000013;DILUYENTE SINTETICO S/R 5LTS;UN;UN;006;007;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
8000013;DILUYENTE SINTETICO S/R 5LTS;UN;UN;004;011;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
80040003;DILUYENTE INVIERNO ZZ 5LTS;UN;UN;004;011;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
80040003;DILUYENTE INVIERNO ZZ 5LTS;UN;UN;006;007;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
80040003;DILUYENTE INVIERNO ZZ 5LTS;UN;UN;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
80040003;DILUYENTE INVIERNO ZZ 5LTS;UN;UN;001;001;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
01011316;CINTA EMBALAJE CAFE;UN;UN;001;002;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
01011316;CINTA EMBALAJE CAFE;UN;UN;005;005;;-32,00;0,00;0,00;0,00;0,00;0,00;0,00;-32,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
01011316;CINTA EMBALAJE CAFE;UN;UN;004;011;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
06100214;LIJA MADERA FINA 320;UN;UN;004;011;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
06100214;LIJA MADERA FINA 320;UN;UN;001;002;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
1072525;"BROCHA CONDECORA 2,5""";UN;UN;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
1072525;"BROCHA CONDECORA 2,5""";UN;UN;005;005;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
24103103;ESPATULA HELA 100 MM.;UN;UN;005;005;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
24103103;ESPATULA HELA 100 MM.;UN;UN;001;002;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
24103103;ESPATULA HELA 100 MM.;UN;UN;004;004;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
2415502;"RODILLO CORTA GOTA HELA  7""";UN;UN;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;;;;;
24162571;RODILLO HELA 70 MM ESPUMA;UN;UN;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
24162571;RODILLO HELA 70 MM ESPUMA;UN;UN;001;001;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
24162571;RODILLO HELA 70 MM ESPUMA;UN;UN;005;005;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
24162571;RODILLO HELA 70 MM ESPUMA;UN;UN;004;011;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
24177257;"BROCHA ESTAMPA 1""";UN;UN;004;011;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
24177257;"BROCHA ESTAMPA 1""";UN;UN;001;001;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
2PCA925INCO05;HIDROPLUS SEGUNDA BD.;GL;BD;004;009;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0005;;;
365Q00003056;TEXTURADO STANDAR G-30 BLANCO BD.;GL;BD;001;001;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;001;;;;
508BZL;OVEROL TALLA L;UN;UN;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;;;;;
653-K0000011;EPOXIMEL CATALIZADOR;GL;GL;005;005;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
653-K0000011;EPOXIMEL CATALIZADOR;GL;GL;001;002;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
80090018;CINTA UNION VOLCANICA 5 CM X45 MT;UN;UN;004;011;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
80090014;TAMBOR METALICO VACIO;UN;UN;006;007;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
80090020;YESO ROMERAL SACO 25 KG;UN;UN;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
80090032;CINTA DE ENMASCARAR;1;1;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
904-Q00000053;OLEO SEMI BRILLO BLANCO BD.;GL;BD;005;005;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;001;;;;
912Q20304D56;TEXTURAMICA 912 20304D BD.;GL;BD;001;001;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;002;;;;
917-Q00020011;IMPREGNANTE STAIN  MADERA  COLOR ALERCE GL;GL;GL;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
917-Q00020011;IMPREGNANTE STAIN  MADERA  COLOR ALERCE GL;GL;GL;004;011;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
917-Q00020011;IMPREGNANTE STAIN  MADERA  COLOR ALERCE GL;GL;GL;001;002;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
931-Q36B4A053;IMPRIMANTE TEXTURA 36B-4A BD.;GL;BD;004;011;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;001;;;;
931-Q36B4A053;IMPRIMANTE TEXTURA 36B-4A BD.;GL;BD;005;005;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;001;;;;
931-Q36B4A053;IMPRIMANTE TEXTURA 36B-4A BD.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;001;;;;
932-Q90000011;ALQUID COATING NEGRO GL.;GL;GL;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
932-Q90000011;ALQUID COATING NEGRO GL.;GL;GL;005;005;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
932-Q90000011;ALQUID COATING NEGRO GL.;GL;GL;004;011;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
932-Q90000011;ALQUID COATING NEGRO GL.;GL;GL;001;002;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
A052;BYK 052;KG;KG;004;004;;32,60;0,00;0,00;0,00;0,00;0,00;0,00;32,60;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
A100;BYK P-104S;KG;KG;004;004;;34,80;0,00;0,00;0,00;0,00;0,00;0,00;34,80;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
A300;BYK 300;KG;KG;004;004;;38,00;0,00;0,00;0,00;0,00;0,00;0,00;38,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
A804;(Disponible);KG;KG;004;004;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
A904;TEGO DISPERS 750W;KG;KG;004;004;;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
A912;TEGO WET 500;KG;KG;004;004;;50,00;0,00;0,00;0,00;0,00;0,00;0,00;50,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
BOLSA2317;BOLSA 500x800mm 80um;UN;UN;004;004;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
A104;NATROSOL 250 MHBR;KG;KG;004;004;;170,49;0,00;0,00;0,00;200,00;0,00;0,00;170,49;0,00;0,00;0,00;200,00;0,00;0,00;1,00;004;;;;
A204;SULFATO DE COBRE;KG;KG;004;004;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
A304;TEGO AIREX 901 W;KG;KG;004;004;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
A401;AG. DISPERSANTE;KG;KG;004;004;;193,55;0,00;0,00;0,00;0,00;0,00;0,00;193,55;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
A803;PLASTIFICANTE D.O.P. KG.;KG;KG;004;004;;283,98;0,00;0,00;0,00;0,00;0,00;0,00;283,98;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
A913;TEGO WET KL245;KG;KG;004;004;;16,03;0,00;0,00;0,00;0,00;0,00;0,00;16,03;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
C105;ARENA RUBIA.;KG;KG;004;004;;34.194,78;0,00;0,00;0,00;0,00;0,00;0,00;34.194,78;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
CAX-RAL5019;ESM ACRIMAR AZUL R-5019  BD;GL;BD;001;001;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;001;;;;
EE-29;GALON LIT. LATEX;UN;UN;004;004;;258,00;0,00;0,00;0,00;3.020,00;0,00;9,00;258,00;0,00;0,00;0,00;3.020,00;0,00;9,00;1,00;004;;;;
EE-29;GALON LIT. LATEX;UN;UN;004;003;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
EE-29;GALON LIT. LATEX;UN;UN;006;007;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
EE-33;GALON HOJALATA VIRGEN;UN;UN;006;007;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;008;;;;
EE-33;GALON HOJALATA VIRGEN;UN;UN;004;004;;1.100,00;0,00;0,00;0,00;230,00;0,00;0,00;1.100,00;0,00;0,00;0,00;230,00;0,00;0,00;1,00;008;;;;
FR-300;PISTOLA TEXTURADO COPON ALUMINIO BFR-300;UN;UN;001;002;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
GRAN00912G5BL;TEXTURAMICA GRANO AZUCAR G-5 BLANCO GRANEL;KG;KG;004;004;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
GRAN00912G5BL;TEXTURAMICA GRANO AZUCAR G-5 BLANCO GRANEL;KG;KG;004;010;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
GRAN00912HRBA;TEXTURAMICA HIDROREPELENTE G-25 INCOLORA GRANEL KG;KG;KG;004;010;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0004;0002;;
GRAN00927BLCO;LATEX ELASTOMERICO BLANCO GRANEL.;KG;KG;004;010;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
GRAN00BAREPOA;BARNIZ EPOXYCOPPER A GRANEL KG.;KG;KG;004;010;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
GRAN00BAREPOA;BARNIZ EPOXYCOPPER A GRANEL KG.;KG;KG;004;004;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
GRAN00SUPERBL;LATEX SUPERCUBRIENTE BLANCO GRANEL;KG;KG;004;010;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
GRAN00TEEIBL0;TEXTU EIFS G-10 BLANCO GRANEL;KG;KG;004;010;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
