KOPR;NOKOPR;UD01PR;UD02PR;KOSU;KOBO;DATOSUBIC;STFI1;STDV1;STOCNV1;STDV1C;STOCNV1C;RECENOFAC1;DESPNOFAC1;STFI2;STDV2;STOCNV2;STDV2C;STOCNV2C;RECENOFAC2;DESPNOFAC2;RLUD;FMPR;PFPR;HFPR;RUPR;MRPR
PCA900K168006;LATEX 900 GRIS K168 4 GALONES;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0001;0001;;
PCA900LISUA02;LATEX 900 LINO SUAVE 1/4 GL;GL;04;006;007;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,25;003;0001;0001;;
PCA900MOSTAZ1;LATEX 900 MOSTAZA GL.;GL;GL;006;007;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0001;0001;;
PCA900MOSTAZ1;LATEX 900 MOSTAZA GL.;GL;GL;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0001;0001;;
PCA900MOSTAZ1;LATEX 900 MOSTAZA GL.;GL;GL;004;015;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0001;0001;;
PCA900NEGRO01;LATEX 900 NEGRO GL.;GL;GL;004;017;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0001;0001;;
PCA900NEGRO01;LATEX 900 NEGRO GL.;GL;GL;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0001;0001;;
PCA900NEGRO01;LATEX 900 NEGRO GL.;GL;GL;006;007;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0001;0001;;
PCA900SW60356;LATEX 900 SW-6035 4 GALONES.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0001;0001;;
PCA900SW60356;LATEX 900 SW-6035 4 GALONES.;GL;BD;004;017;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0001;0001;;
PCA900SW60356;LATEX 900 SW-6035 4 GALONES.;GL;BD;004;015;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0001;0001;;
PCA900SW60455;LATEX 900 SW6045;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0001;0001;;
PCA900SW61266;LATEX OBRA SW-6126 4 GALONES.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0001;0001;;
PCA900SW61266;LATEX OBRA SW-6126 4 GALONES.;GL;BD;004;010;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0001;0001;;
PCA900SW61266;LATEX OBRA SW-6126 4 GALONES.;GL;BD;004;017;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0001;0001;;
PCA106ROJO055;ANTICORROSIVO ESTRUCTURAL ROJO BD.;GL;BD;001;001;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0002;;;
PCA1081194MR5;ESMALTE ANTICORROSIVO 1194 MAGENTA RED BD.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0002;0004;;
PCA10836C1T05;ESMALTE DOBLE ACCION 36C-1T BD;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0002;0004;;
PCA108CAFE005;ESMALTE ANTICORROSIVO CAFE BD.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0002;0004;;
PCA108NEGRO02;ESMALTE ANTICORROSIVO NEGRO 1/4;GL;04;004;006;;59,25;0,00;0,00;0,00;0,00;0,00;0,50;239,00;0,00;0,00;0,00;0,00;0,00;2,00;0,25;003;0002;;01;
PCA108NEGRO02;ESMALTE ANTICORROSIVO NEGRO 1/4;GL;04;006;007;;43,00;0,00;0,00;0,00;0,00;0,00;0,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,25;003;0002;;01;
PCA108NEGRO02;ESMALTE ANTICORROSIVO NEGRO 1/4;GL;04;004;017;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,25;003;0002;;01;
PCA108NEGRO02;ESMALTE ANTICORROSIVO NEGRO 1/4;GL;04;004;013;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,25;003;0002;;01;
PCA108OCRE002;ESMALTE ANTICORROSIVO OCRE 1/4 GL;GL;04;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,25;003;0002;0004;01;
PCA108OCRE002;ESMALTE ANTICORROSIVO OCRE 1/4 GL;GL;04;004;015;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,25;003;0002;0004;01;
PCA113POLENC1;STAIN POLIDECOR ENCINA GL;GL;GL;004;015;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0002;0005;01;
PCA113POLENC1;STAIN POLIDECOR ENCINA GL;GL;GL;004;006;;19,00;0,00;0,00;0,00;0,00;0,00;2,00;19,00;0,00;0,00;0,00;0,00;0,00;2,00;1,00;003;0002;0005;01;
PCA113POLENC1;STAIN POLIDECOR ENCINA GL;GL;GL;004;013;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0002;0005;01;
PCA113POLENC1;STAIN POLIDECOR ENCINA GL;GL;GL;004;017;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0002;0005;01;
PCA113POLENC1;STAIN POLIDECOR ENCINA GL;GL;GL;006;007;;12,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0002;0005;01;
PCA113POLGCA6;STAIN POLIDECOR TONO GOLF CASAS 4 GALONES;GL;BD;004;017;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0002;0005;;
PCA113POLGCA6;STAIN POLIDECOR TONO GOLF CASAS 4 GALONES;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;003;0002;0005;;
PCA900AMAMAN4;LATEX 900 AMARILLO AMANECER 24KG BD.;GL;BD;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,40;003;0001;0001;;
PCA900AMAMAN4;LATEX 900 AMARILLO AMANECER 24KG BD.;GL;BD;004;015;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,40;003;0001;0001;;
PCA900AMAMAN4;LATEX 900 AMARILLO AMANECER 24KG BD.;GL;BD;006;007;;-17,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,40;003;0001;0001;;
PCA900BLAHUE1;LATEX CUBRIENTE 900 BLANCO HUESO GL;GL;GL;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0001;0001;;
PCA900BLOBR06;LATEX BLANCO OBRA 4 GALONES;GL;BD;004;006;;180,00;0,00;0,00;0,00;0,00;0,00;336,00;45,00;0,00;0,00;0,00;0,00;0,00;84,00;4,00;003;0001;0001;;
A403;REOTAN L;KG;KG;004;004;;381,58;0,00;0,00;0,00;0,00;0,00;0,00;381,58;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
A916;ANTIMICROBIANO C/COBRE;KG;KG;004;004;;42,30;0,00;0,00;0,00;0,00;45,00;0,00;42,30;0,00;0,00;0,00;0,00;45,00;0,00;1,00;004;;;;
BAE0010903;ANTICORROSIVO AMARILLO OCRE;GL;GL;001;002;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;;;;;
BALDE2300;BALDE PP 20L BLANCO;UN;UN;004;004;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
BBE0010277;ESMALTE BLUNEPOXI AZUL MEDIO GL;GL;GL;001;002;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
BBE010150;ESMALTE BLUNEPOXI GRIS;GL;GL;001;002;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
C207;BENTONITA PT-32;KG;KG;004;004;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;02;
C207;BENTONITA PT-32;KG;KG;004;008;;1.345,48;0,00;0,00;0,00;0,00;0,00;0,00;1.345,48;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;02;
C208;CARBONATO PREMIUM;KG;KG;004;004;;7.850,12;0,00;0,00;0,00;0,00;0,00;0,00;7.850,12;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
C311;(Disponible);KG;KG;004;004;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
CAJA02;CAJA 1/4 GALON 330x218x133;UN;UN;004;004;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
CAJA02;CAJA 1/4 GALON 330x218x133;UN;UN;004;010;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
CAJA02;CAJA 1/4 GALON 330x218x133;UN;UN;006;007;;1.111,00;0,00;0,00;0,00;0,00;0,00;0,00;1.111,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
CARGA13960026;HIFILL B10;KG;KG;004;004;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
EE-21;GALON LIT. BASE SOLVENTE.;UN;UN;004;004;;818,00;80,00;0,00;1.150,00;6.285,00;0,00;12,00;818,00;80,00;0,00;1.150,00;6.285,00;0,00;12,00;1,00;004;;;;
EE-21;GALON LIT. BASE SOLVENTE.;UN;UN;006;007;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
EE-21;GALON LIT. BASE SOLVENTE.;UN;UN;004;003;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
EE-30;1/4 GL LIT. STAIN.;UN;UN;004;003;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
EE-30;1/4 GL LIT. STAIN.;UN;UN;006;007;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
EE-30;1/4 GL LIT. STAIN.;UN;UN;004;004;;1.198,00;0,00;0,00;0,00;8.484,00;0,00;2,00;1.198,00;0,00;0,00;0,00;8.484,00;0,00;2,00;1,00;004;;;;
EE-40;GALON LIT. ESPECIALIDADES BS;UN;UN;004;004;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
EE-43;GALON LIT. EPOXYCOPPER;UN;UN;004;004;;68,00;0,00;0,00;0,00;1.840,00;0,00;0,00;68,00;0,00;0,00;0,00;1.840,00;0,00;0,00;1,00;004;;;;
EIFS004;MALLA DOBLE PARA REFUERZO EIFS;UN;UN;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
A801;DOWANOL PMA;KG;KG;004;004;;84,00;0,00;0,00;0,00;0,00;0,00;0,00;84,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
CARGA13960021;TALCO MICRONIZADO MALLA 350 EXTRA BLANCO;KG;KG;004;004;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
EE-26;GALON LIT. BASE AGUA.;UN;UN;004;004;;681,00;61,00;0,00;460,00;5.438,00;0,00;6,00;681,00;61,00;0,00;460,00;5.438,00;0,00;6,00;1,00;004;;;;
EE-26;GALON LIT. BASE AGUA.;UN;UN;006;007;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
EE-26;GALON LIT. BASE AGUA.;UN;UN;004;003;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
EE-36;1/4 GL LIT. BARNIZ MARINO;UN;UN;004;003;;0,00;0,00;0,00;0,00;3.900,00;0,00;0,00;0,00;0,00;0,00;0,00;3.900,00;0,00;0,00;1,00;004;;;;
EE-36;1/4 GL LIT. BARNIZ MARINO;UN;UN;004;009;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
EE-36;1/4 GL LIT. BARNIZ MARINO;UN;UN;006;007;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
EE-36;1/4 GL LIT. BARNIZ MARINO;UN;UN;004;004;;898,00;0,00;0,00;0,00;1.236,00;0,00;2,00;898,00;0,00;0,00;0,00;1.236,00;0,00;2,00;1,00;004;;;;
GRAN00904BASP;OLEO SEMI BRILLO BASE PASTEL GRANEL;KG;KG;004;010;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
GRAN00912G25I;TEXTURAMICA GRANO G-25 B/INCOLORA GRANEL;KG;KG;004;010;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
GRAN00912G25I;TEXTURAMICA GRANO G-25 B/INCOLORA GRANEL;KG;KG;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
GRAN009240000;ANTICORROSIVO SECAFAST GRANEL KG.;KG;KG;004;010;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
GRAN00952ADE0;PASTA ADHESIVA EIFS AD GRANEL KG.;KG;KG;004;010;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
GRAN00952PEI0;PASTA ADHESIVA EIFS GRANEL NUEVA FORMULA.;KG;KG;004;010;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
GRAN00960BO00;ESMALTE AL AGUA COPPER BASE OSCURA GRANEL KG.;KG;KG;004;010;;781,50;0,00;0,00;0,00;0,00;0,00;0,00;781,50;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
GRAN00EPOXPCA;EPOXY PISOS BASE BLANCA COMPONENTE A GRANEL KG.;KG;KG;004;010;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
GRAN00FIBROIN;FIBROPLUS INCOLORO 921 GRANEL;KG;KG;004;010;;983,20;0,00;0,00;0,00;0,00;0,00;0,00;983,20;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
GRAN00FIBROIN;FIBROPLUS INCOLORO 921 GRANEL;KG;KG;004;004;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
GRAN00FIBROIN;FIBROPLUS INCOLORO 921 GRANEL;KG;KG;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
GRAN00HIDRBIN;HIDRO COPPER AR BASE INCOLORA GRANEL;KG;KG;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
GRAN00HIDRBIN;HIDRO COPPER AR BASE INCOLORA GRANEL;KG;KG;004;010;;504,30;0,00;0,00;0,00;0,00;0,00;0,00;504,30;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
GRAN00PELAST0;PASTA ELASTICA BLANCO GRANEL;KG;KG;004;010;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0004;;;
24166406;PINCEL REDONDO HELA 10 CERDA BLANCA;UN;UN;004;011;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
2PANES930BL05;ESMALTE AL AGUA 930 SEGUNDA BD.;GL;BD;004;009;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;003;0001;0002;;
37800000011;VITRIFICANTE PARA PIEDRAS GL.;GL;GL;004;011;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
37800000011;VITRIFICANTE PARA PIEDRAS GL.;GL;GL;005;005;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
37800000011;VITRIFICANTE PARA PIEDRAS GL.;GL;GL;001;001;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
37800000011;VITRIFICANTE PARA PIEDRAS GL.;GL;GL;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
651R70400011;EPOEPOXIMEL 651 RAL 7040 GRIS GL.;GL;GL;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
651R70400011;EPOEPOXIMEL 651 RAL 7040 GRIS GL.;GL;GL;005;005;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
651R70400011;EPOEPOXIMEL 651 RAL 7040 GRIS GL.;GL;GL;004;011;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
651R70400011;EPOEPOXIMEL 651 RAL 7040 GRIS GL.;GL;GL;004;015;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
651R70400011;EPOEPOXIMEL 651 RAL 7040 GRIS GL.;GL;GL;001;002;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
80000001;DILUYENTE AGUARRAS MINERAL 1LT;UN;UN;004;011;;-2,00;0,00;0,00;0,00;0,00;0,00;0,00;-2,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
80000001;DILUYENTE AGUARRAS MINERAL 1LT;UN;UN;005;005;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
80000001;DILUYENTE AGUARRAS MINERAL 1LT;UN;UN;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
80000001;DILUYENTE AGUARRAS MINERAL 1LT;UN;UN;001;001;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
80030001;ACIDO MURIATICO 1 LTR.;UN;UN;001;001;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
80030001;ACIDO MURIATICO 1 LTR.;UN;UN;005;005;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
913Q00000056;TEXTURADO ELASTOMERICO BLANCO BD.;GL;BD;005;005;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;001;;;;
913Q00000056;TEXTURADO ELASTOMERICO BLANCO BD.;GL;BD;001;001;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;001;;;;
A103;WEKCELO MET 1931;KG;KG;004;004;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
A402;DISPEX CX 4345;KG;KG;004;004;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
A601;ADITIVO CQ MEKO KG;KG;KG;004;004;;166,69;0,00;0,00;0,00;0,00;0,00;0,00;166,69;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
CED3020BG;EPOMAR HB RAL 3020 GL;GL;GL;005;005;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
A802;CERA HIDROREPELENTE;KG;KG;004;004;;985,69;0,00;0,00;0,00;0,00;0,00;0,00;985,69;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
A900;QUARTZENE;KG;KG;004;004;;94,00;0,00;0,00;0,00;0,00;150,00;0,00;94,00;0,00;0,00;0,00;0,00;150,00;0,00;1,00;004;;;;
AVH-6629BG;ESM.POLIRETANO HS VERDE S/M;GL;GL;001;002;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
AVH-6629BG;ESM.POLIRETANO HS VERDE S/M;GL;GL;004;011;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
AVH-6629BG;ESM.POLIRETANO HS VERDE S/M;GL;GL;004;015;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
BAA0020906;ZINCROCRYL AZUL ANTARTICO 1/4;04;04;001;002;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
BALDE4400;BALDE PP 4 GL BLANCO;UN;UN;004;004;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
BALDE4400;BALDE PP 4 GL BLANCO;UN;UN;006;007;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
BTC0550200;TRAFICO NEGRO CONTRASTANTE;GL;BD;001;002;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;001;;;;
CARGA13960022;IOKAL ULTRAFINE KG.;KG;KG;004;004;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
CAVPW2711;PERMA WHITE / SATIN;GL;GL;001;002;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;001;;;;
FR-301;PISTOLA TEXTURADO COPON P´LASTICO BFR-301;UN;UN;001;002;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;002;;;;
GRAN00900COBL;LATEX CONSTRUCCION BLANCO;KG;KG;004;010;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0001;0001;;
GRAN00929LEBM;LATEX EXTRA PLUS 929 BASE MEDIA GRANEL;KG;KG;004;010;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
GRAN00929LEBM;LATEX EXTRA PLUS 929 BASE MEDIA GRANEL;KG;KG;004;004;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
GRAN00929LEBM;LATEX EXTRA PLUS 929 BASE MEDIA GRANEL;KG;KG;004;006;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
GRAN00970EI00;ESMALTE ACRILICO INCOLORO COPPER GRANEL.;KG;KG;004;010;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
GRAN00ANTBLCO;LATEX 901 ANTIHONGO BLANCO GRANEL;KG;KG;004;010;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0001;0001;;
GRAN00EPOXPCB;EPOXY PISOS COMPONENTE B GRANEL KG.;KG;KG;004;010;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
GRAN00ESINTBP;ESMALTE SINTETICO BASE PASTEL GRANEL KG.;KG;KG;004;010;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;004;;;;
GRAN00HIDRUVO;HIDROPLUS UV BASE OSCURA;KG;KG;004;010;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;003;0001;0002;;
