ID,Código,Producto,Unidad,Lista,Desc10,Desc10+5,Desc10+5+3,Mínimo,Canal Digital,Es Personalizado,Costo Producción,Porcentaje Utilidad,Modo Precio,Fecha Creación,Fecha Actualización
92,"PCA901CONST04","LATEX CONSTRUCCIÓN BLANCO","1/4 de galón",3290.00,2970.00,2820.00,2740.00,2740.00,4277.00,No,,,,07-07-2025, 11:45:33 p. m.,07-07-2025, 11:45:33 p. m.
93,"PCA926AMAREY2","OLEO BRILLANTE AMARILLO","1/4 de galón",5590.00,5090.00,4790.00,4640.00,4640.00,7267.00,No,,,,07-07-2025, 11:45:33 p. m.,07-07-2025, 11:45:33 p. m.
94,"PCA926AZUPAC2","OLEO BRILLANTE AZUL","1/4 de galón",5590.00,5090.00,4790.00,4640.00,4640.00,7267.00,No,,,,07-07-2025, 11:45:33 p. m.,07-07-2025, 11:45:33 p. m.
95,"PCA926BERME02","OLEO BRILLANTE BERMELLON","1/4 de galón",5590.00,5090.00,4790.00,4640.00,4640.00,7267.00,No,,,,07-07-2025, 11:45:33 p. m.,07-07-2025, 11:45:33 p. m.
96,"PCA926BLAN002","OLEO BRILLANTE BLANCO","1/4 de galón",5590.00,5090.00,4790.00,4640.00,4640.00,7267.00,No,,,,07-07-2025, 11:45:34 p. m.,07-07-2025, 11:45:34 p. m.
97,"PCA926CAFE002","OLEO BRILLANTE CAFE","1/4 de galón",5590.00,5090.00,4790.00,4640.00,4640.00,7267.00,No,,,,07-07-2025, 11:45:34 p. m.,07-07-2025, 11:45:34 p. m.
98,"PCA926CREMA02","OLEO BRILLANTE CREMA","1/4 de galón",5590.00,5090.00,4790.00,4640.00,4640.00,7267.00,No,,,,07-07-2025, 11:45:34 p. m.,07-07-2025, 11:45:34 p. m.
99,"PCA926GRIMAQ2","OLEO BRILLANTE GRIS","1/4 de galón",5590.00,5090.00,4790.00,4640.00,4640.00,7267.00,No,,,,07-07-2025, 11:45:34 p. m.,07-07-2025, 11:45:34 p. m.
100,"PCA926NEGRO02","OLEO BRILLANTE NEGRO","1/4 de galón",5590.00,5090.00,4790.00,4640.00,4640.00,7267.00,No,,,,07-07-2025, 11:45:34 p. m.,07-07-2025, 11:45:34 p. m.
101,"PCA926VERESM2","OLEO BRILLANTE VERDE","1/4 de galón",5590.00,5090.00,4790.00,4640.00,4640.00,7267.00,No,,,,07-07-2025, 11:45:34 p. m.,07-07-2025, 11:45:34 p. m.
102,"PCA910BLANC02","OLEO OPACO BLANCO","1/4 de galón",5100.00,4650.00,4430.00,4290.00,4290.00,6630.00,No,,,,07-07-2025, 11:45:34 p. m.,07-07-2025, 11:45:34 p. m.
103,"PCA904BLAN002","OLEO SEMI BRILLO BLANCO","1/4 de galón",5400.00,4890.00,4590.00,4490.00,4490.00,7020.00,No,,,,07-07-2025, 11:45:34 p. m.,07-07-2025, 11:45:34 p. m.
104,"PCA113POLALE2","STAIN ALERCE","1/4 de galón",5670.00,5100.00,4850.00,4700.00,4700.00,7371.00,No,,,,07-07-2025, 11:45:34 p. m.,07-07-2025, 11:45:34 p. m.
105,"PCA113POLARB2","STAIN ARBOLEDA","1/4 de galón",5670.00,5100.00,4850.00,4700.00,4700.00,7371.00,No,,,,07-07-2025, 11:45:34 p. m.,07-07-2025, 11:45:34 p. m.
106,"PCA113POLCAO2","STAIN CAOBA","1/4 de galón",5670.00,5100.00,4850.00,4700.00,4700.00,7371.00,No,,,,07-07-2025, 11:45:34 p. m.,07-07-2025, 11:45:34 p. m.
107,"PCA113POLCAS2","STAIN CASTAÑO","1/4 de galón",5670.00,5100.00,4850.00,4700.00,4700.00,7371.00,No,,,,07-07-2025, 11:45:34 p. m.,07-07-2025, 11:45:34 p. m.
108,"PCA113POLENC2","STAIN ENCINA","1/4 de galón",5670.00,5100.00,4850.00,4700.00,4700.00,7371.00,No,,,,07-07-2025, 11:45:34 p. m.,07-07-2025, 11:45:34 p. m.
109,"PCA113POLNAT2","STAIN NATURAL","1/4 de galón",5670.00,5100.00,4850.00,4700.00,4700.00,7371.00,No,,,,07-07-2025, 11:45:34 p. m.,07-07-2025, 11:45:34 p. m.
110,"PCA113NEGRO02","STAIN NEGRO","1/4 de galón",5670.00,5100.00,4850.00,4700.00,4700.00,7371.00,No,,,,07-07-2025, 11:45:35 p. m.,07-07-2025, 11:45:35 p. m.
111,"PCA113POLNOG2","STAIN NOGAL","1/4 de galón",5670.00,5100.00,4850.00,4700.00,4700.00,7371.00,No,,,,07-07-2025, 11:45:35 p. m.,07-07-2025, 11:45:35 p. m.
112,"PCA113POLPAR2","STAIN PALO ROSA","1/4 de galón",5670.00,5100.00,4850.00,4700.00,4700.00,7371.00,No,,,,07-07-2025, 11:45:35 p. m.,07-07-2025, 11:45:35 p. m.
113,"PCA113POLORE2","STAIN PINO OREGON","1/4 de galón",5670.00,5100.00,4850.00,4700.00,4700.00,7371.00,No,,,,07-07-2025, 11:45:35 p. m.,07-07-2025, 11:45:35 p. m.
114,"PCA113POLROB2","STAIN ROBLE","1/4 de galón",5670.00,5100.00,4850.00,4700.00,4700.00,7371.00,No,,,,07-07-2025, 11:45:35 p. m.,07-07-2025, 11:45:35 p. m.
115,"PCA113POLVER2","STAIN VERDE","1/4 de galón",5670.00,5100.00,4850.00,4700.00,4700.00,7371.00,No,,,,07-07-2025, 11:45:35 p. m.,07-07-2025, 11:45:35 p. m.
116,"PCA920AGUINC2","SELLADOR BASE AGUA HIDROREPELENTE","1/4 de galón",5000.00,4750.00,4500.00,4100.00,4100.00,6500.00,No,,,,07-07-2025, 11:45:35 p. m.,07-07-2025, 11:45:35 p. m.
117,"PCA103MADPLU2","VITRIFICANTE DE MADERA VITRO PLUS","1/4 de galón",7490.00,6690.00,6390.00,6190.00,6190.00,9737.00,No,,,,07-07-2025, 11:45:35 p. m.,07-07-2025, 11:45:35 p. m.
118,"PCA106BLANCO6","ANTICORROSIVO ESTRUCTURAL BLANCO","BD 4 gl",66320.00,59690.00,56700.00,55000.00,55000.00,86216.00,No,,,,07-07-2025, 11:45:35 p. m.,07-07-2025, 11:45:35 p. m.
119,"PCA106NEGRO06","ANTICORROSIVO ESTRUCTURAL NEGRO","BD 4 gl",66320.00,59690.00,56700.00,55000.00,55000.00,86216.00,No,,,,07-07-2025, 11:45:35 p. m.,07-07-2025, 11:45:35 p. m.
120,"PCA106GRIS006","ANTICORROSIVO ESTRUCTURAL GRIS","BD 4 gl",66320.00,59690.00,56700.00,55000.00,55000.00,86216.00,No,,,,07-07-2025, 11:45:35 p. m.,07-07-2025, 11:45:35 p. m.
121,"PCA106OCRE055","ANTICORROSIVO ESTRUCTURAL OCRE","BD 4 gl",66320.00,59690.00,56700.00,55000.00,55000.00,86216.00,No,,,,07-07-2025, 11:45:35 p. m.,07-07-2025, 11:45:35 p. m.
