KOPR;KOSU;KOBO;NOKOPR;UD01PR;UD02PR;PM;PMIFRS;TIMOUL;PPUL01;PPUL02;TAUL;VALI;PMIN;FMPR;PFPR;HFPR;MRPR;RUPR;ULT_COMPRA;ULT_VENTA;STFI;VALSTOCK;PRMEDIO;UNIDAD;
"PCA929BOSC01";"004";"006";"LATEX EXTRA PLUS 929 BASE OSCURA GL.";"GL";"GL";        3864.50000;        3864.50000;"N";        6500.00000;        6500.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"0001";"";"01";"/  /";"/  /";           8.00000;       30916.00000;        3864.50000;"GL";
"PCA929BOSC01";"007";"014";"LATEX EXTRA PLUS 929 BASE OSCURA GL.";"GL";"GL";        3864.50000;        3864.50000;"N";        6500.00000;        6500.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"0001";"";"01";"/  /";"/  /";          12.00000;       46374.00000;        3864.50000;"GL";
"PCA907GRIS001";"004";"006";"ZINC ACRYL GRIS GL.";"GL";"GL";        6650.54501;        6644.69519;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"";"";"01";"/  /";"/  /";          50.00000;      332527.25050;        6650.54501;"GL";
"PCA907GRIS001";"004";"015";"ZINC ACRYL GRIS GL.";"GL";"GL";        6650.54501;        6644.69519;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"";"";"01";"/  /";"/  /";           1.00000;        6650.54501;        6650.54501;"GL";
"PCA907GRIS001";"006";"007";"ZINC ACRYL GRIS GL.";"GL";"GL";        6650.54501;        6644.69519;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"";"";"01";"/  /";"/  /";          13.00000;       86457.08513;        6650.54501;"GL";
"PCA907GRIS001";"007";"014";"ZINC ACRYL GRIS GL.";"GL";"GL";        6650.54501;        6644.69519;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"";"";"01";"/  /";"/  /";           2.00000;       13301.09002;        6650.54501;"GL";
"PCA922NEGRO06";"004";"006";"ESMALTE SINTETICO NEGRO 4 GALONES";"GL";"BD";        8092.12620;        8092.12620;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0004";"";"";"/  /";"/  /";          12.00000;      388422.05760;       32368.50480;"BD";
"PCA922NEGRO06";"006";"007";"ESMALTE SINTETICO NEGRO 4 GALONES";"GL";"BD";        8092.12620;        8092.12620;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0004";"";"";"/  /";"/  /";           5.00000;      161842.52400;       32368.50480;"BD";
"PCA922NEGRO06";"007";"014";"ESMALTE SINTETICO NEGRO 4 GALONES";"GL";"BD";        8092.12620;        8092.12620;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0004";"";"";"/  /";"/  /";           2.00000;       64737.00960;       32368.50480;"BD";
"PCA925M8535D6";"004";"006";"HIDROCOPPER MODULAR MAULE 8535D 4 GALONES";"GL";"BD";        5285.44444;        5285.44444;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0005";"0001";"";"";"/  /";"/  /";          52.00000;     1099372.44352;       21141.77776;"BD";
"PCA926NEGRO01";"004";"006";"OLEO BRILLANTE NEGRO GL.";"GL";"GL";        8221.93352;        8234.16913;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0001";"";"01";"/  /";"/  /";          19.00000;      781083.68440;       41109.66760;"GL";
"PCA926NEGRO01";"004";"013";"OLEO BRILLANTE NEGRO GL.";"GL";"GL";        8221.93352;        8234.16913;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0001";"";"01";"/  /";"/  /";           1.00000;       41109.66760;       41109.66760;"GL";
"PCA926NEGRO01";"006";"007";"OLEO BRILLANTE NEGRO GL.";"GL";"GL";        8221.93352;        8234.16913;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0001";"";"01";"/  /";"/  /";           1.00000;       41109.66760;       41109.66760;"GL";
"PCA926NEGRO01";"007";"014";"OLEO BRILLANTE NEGRO GL.";"GL";"GL";        8221.93352;        8234.16913;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0001";"";"01";"/  /";"/  /";           4.00000;      164438.67040;       41109.66760;"GL";
"PCA925SW70606";"004";"006";"HIDRO COPPER SW- 7060 OPACO 4 GALONES";"GL";"BD";        4383.19355;        4383.19355;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"";"";"";"";"/  /";"/  /";           1.00000;       17532.77420;       17532.77420;"BD";
"PCA925SW70606";"006";"007";"HIDRO COPPER SW- 7060 OPACO 4 GALONES";"GL";"BD";        4383.19355;        4383.19355;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"";"";"";"";"/  /";"/  /";          30.00000;      525983.22600;       17532.77420;"BD";
"PCA926AZUPAC1";"004";"006";"OLEO BRILLANTE AZUL PACIFICO GL";"GL";"GL";        9947.85101;        9947.85101;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0001";"";"01";"/  /";"/  /";           6.00000;       59687.10606;        9947.85101;"GL";
"PCA926AZUPAC1";"004";"013";"OLEO BRILLANTE AZUL PACIFICO GL";"GL";"GL";        9947.85101;        9947.85101;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0001";"";"01";"/  /";"/  /";           1.00000;        9947.85101;        9947.85101;"GL";
"PCA926AZUPAC1";"006";"007";"OLEO BRILLANTE AZUL PACIFICO GL";"GL";"GL";        9947.85101;        9947.85101;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0001";"";"01";"/  /";"/  /";          12.00000;      119374.21212;        9947.85101;"GL";
"PCA926CAFE002";"004";"006";"OLEO BRILLANTE CAFE MORO 1/4";"GL";"04";        9955.73737;        9958.66054;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0001";"";"01";"/  /";"/  /";          30.00000;       74668.03028;        2488.93434;"04";
"PCA927BLANCO6";"004";"006";"LATEX ELASTOMERICO BLANCO 4 GALONES.";"GL";"BD";        4417.78038;        4417.78038;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0001";"";"";"/  /";"/  /";          26.00000;      459449.15952;       17671.12152;"BD";
"PCA9227056N11";"004";"006";"ESMALTE SINTETICO 7056N GL";"GL";"GL";       16187.09524;       16187.09524;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0004";"";"";"/  /";"/  /";           1.00000;       16187.09524;       16187.09524;"GL";
"PCA922BLAN002";"004";"006";"ESMALTE SINTETICO BLANCO 1/4";"GL";"04";       11084.07157;       11084.15387;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0004";"";"01";"/  /";"/  /";         158.00000;      437820.82702;        2771.01789;"04";
"PCA922BLAN002";"006";"007";"ESMALTE SINTETICO BLANCO 1/4";"GL";"04";       11084.07157;       11084.15387;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0004";"";"01";"/  /";"/  /";           6.00000;       16626.10736;        2771.01789;"04";
"PCA922BLAN002";"007";"014";"ESMALTE SINTETICO BLANCO 1/4";"GL";"04";       11084.07157;       11084.15387;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0004";"";"01";"/  /";"/  /";           5.00000;       13855.08946;        2771.01789;"04";
"PCA922GRIPER1";"004";"006";"ESMALTE SINTETICO GRIS PERLA GL";"GL";"GL";        9226.36364;        9226.36364;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0004";"";"";"/  /";"/  /";           1.00000;        9226.36364;        9226.36364;"GL";
"PCASPSOCRE001";"004";"006";"SMART COPPER SATINADO OCRE GL.";"GL";"GL";        2764.00000;        2764.00000;"E";        6644.50000;        6644.50000;           1.00000;           0.00000;           0.00000;"003";"0005";"0002";"";"01";"/  /";"/  /";           1.00000;        2764.00000;        2764.00000;"GL";
"PCA113POLNAT2";"007";"014";"STAIN POLIDECOR NATURAL 1/4 GL";"GL";"04";        8909.95413;        8909.81149;"N";       14760.00000;        3690.00000;           1.00000;           0.00000;           0.00000;"003";"0002";"0005";"";"01";"/  /";"/  /";           6.00000;       13364.93120;        2227.48853;"04";
"PCA912IMPTEX1";"004";"006";"IMPRIMANTE BLANCO  GL.";"GL";"GL";        4317.88525;        4317.88525;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0005";"0003";"";"01";"/  /";"/  /";           4.00000;       17271.54100;        4317.88525;"GL";
"PCA912IMPTEX1";"007";"014";"IMPRIMANTE BLANCO  GL.";"GL";"GL";        4317.88525;        4317.88525;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0005";"0003";"";"01";"/  /";"/  /";           8.00000;       34543.08200;        4317.88525;"GL";
"PCA930BLAING6";"006";"007";"ESMALTE AL AGUA 930 BLANCO INGLES 4 GALONES.";"GL";"BD";        6337.36220;        6337.36220;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";           2.00000;       50698.89760;       25349.44880;"BD";
"PCA952TEXTEL6";"004";"006";"TEXTUCRYL ELASTOMERICO GRANO FINO 4 GALONES";"GL";"BD";        3154.94605;        3154.94805;"N";        9529.00000;       38116.00000;           1.00000;           0.00000;           0.00000;"003";"0004";"";"";"01";"/  /";"/  /";          24.00000;      302874.82080;       12619.78420;"BD";
"PCA952TEXTEL6";"004";"015";"TEXTUCRYL ELASTOMERICO GRANO FINO 4 GALONES";"GL";"BD";        3154.94605;        3154.94805;"N";        9529.00000;       38116.00000;           1.00000;           0.00000;           0.00000;"003";"0004";"";"";"01";"/  /";"/  /";           2.00000;       25239.56840;       12619.78420;"BD";
"PCA909HO70366";"004";"006";"ESTUCO HORMIGON SW-7036 4 GALONES.";"GL";"BD";        5270.72111;        5270.72111;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"0001";"";"";"/  /";"/  /";           2.00000;       42165.76888;       21082.88444;"BD";
"R110";"004";"004";"RESINA ACRILICA B.SOLVENTE";"KG";"KG";        3952.28585;        3952.28585;"N";        4611.00000;        4611.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         297.99900;     1177777.23101;        3952.28585;"KG";
"S205";"004";"004";"TEXANOL KG.";"KG";"KG";        1896.85256;        1896.88688;"N";        1899.19500;        1899.19500;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         333.60200;      632793.80772;        1896.85256;"KG";
"PCA926AMREY01";"004";"006";"OLEO BRILLANTE AMARILLO REY GL";"GL";"GL";        9470.40807;        9470.40807;"N";        8500.00000;        8500.00000;           1.00000;           0.00000;           0.00000;"003";"0002";"0001";"";"01";"/  /";"/  /";          26.00000;      246230.60982;        9470.40807;"GL";
"PCA926AMREY01";"004";"015";"OLEO BRILLANTE AMARILLO REY GL";"GL";"GL";        9470.40807;        9470.40807;"N";        8500.00000;        8500.00000;           1.00000;           0.00000;           0.00000;"003";"0002";"0001";"";"01";"/  /";"/  /";           1.00000;        9470.40807;        9470.40807;"GL";
"PCA926AMREY01";"006";"007";"OLEO BRILLANTE AMARILLO REY GL";"GL";"GL";        9470.40807;        9470.40807;"N";        8500.00000;        8500.00000;           1.00000;           0.00000;           0.00000;"003";"0002";"0001";"";"01";"/  /";"/  /";           3.00000;       28411.22421;        9470.40807;"GL";
"PCA925A8536N6";"004";"006";"HIDROCOPPER MODULAR ANTUCO 8536N 4 GALONES";"GL";"BD";        5700.21875;        5700.21875;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0005";"0001";"";"";"/  /";"/  /";          42.00000;      957636.75000;       22800.87500;"BD";
"RCM0020105";"004";"006";"AXX - AMARILLO EXT.";"04";"04";       16730.69302;       16730.69302;"N";       19635.25000;       19635.25000;           1.00000;           0.00000;           0.00000;"005";"";"";"";"";"/  /";"/  /";          16.00000;      267691.08832;       16730.69302;"04";
"PCA926BOSC001";"004";"006";"OLEO BRILLANTE BASE OSCURA GL.";"GL";"GL";        7301.35766;        7301.35766;"N";        6500.00000;        6500.00000;           1.00000;           0.00000;           0.00000;"003";"0002";"0001";"";"01";"/  /";"/  /";           7.00000;       51109.50362;        7301.35766;"GL";
"PCA926BOSC001";"004";"015";"OLEO BRILLANTE BASE OSCURA GL.";"GL";"GL";        7301.35766;        7301.35766;"N";        6500.00000;        6500.00000;           1.00000;           0.00000;           0.00000;"003";"0002";"0001";"";"01";"/  /";"/  /";           1.00000;        7301.35766;        7301.35766;"GL";
"PCA941CLIGB01";"004";"006";"ESMALTE AL AGUA CLINIC GRIS BOX GL.";"GL";"GL";        6054.16605;        6054.16605;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          13.00000;       78704.15865;        6054.16605;"GL";
"PCA941CLIGB01";"006";"007";"ESMALTE AL AGUA CLINIC GRIS BOX GL.";"GL";"GL";        6054.16605;        6054.16605;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          12.00000;       72649.99260;        6054.16605;"GL";
"PCA950PESTU06";"004";"006";"PASTA ESTUCRYL 4 GALONES.";"GL";"BD";        1910.56741;        1910.56751;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"0002";"";"";"/  /";"/  /";          29.00000;      221625.81956;        7642.26964;"BD";
"PCA950PESTU06";"004";"015";"PASTA ESTUCRYL 4 GALONES.";"GL";"BD";        1910.56741;        1910.56751;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"0002";"";"";"/  /";"/  /";           3.00000;       22926.80892;        7642.26964;"BD";
"PCA950PESTU06";"006";"007";"PASTA ESTUCRYL 4 GALONES.";"GL";"BD";        1910.56741;        1910.56751;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"0002";"";"";"/  /";"/  /";          14.00000;      106991.77496;        7642.26964;"BD";
"PCA950PESTU06";"007";"014";"PASTA ESTUCRYL 4 GALONES.";"GL";"BD";        1910.56741;        1910.56751;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"0002";"";"";"/  /";"/  /";           4.00000;       30569.07856;        7642.26964;"BD";
"PCA952SW70166";"004";"015";"TEXTUCRYL ELASTOMERICO GRANO FINO SW-7016 4 GALONE";"GL";"BD";        4045.92083;        4045.92083;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"";"";"";"/  /";"/  /";           1.00000;       16183.68332;       16183.68332;"BD";
"PCA952SW70166";"006";"007";"TEXTUCRYL ELASTOMERICO GRANO FINO SW-7016 4 GALONE";"GL";"BD";        4045.92083;        4045.92083;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"";"";"";"/  /";"/  /";          28.00000;      453143.13296;       16183.68332;"BD";
"PCA960ECOPBN1";"004";"006";"ESMALTE AL AGUA COPPER C/COBRE 960BLANCO NACAR GL";"GL";"GL";        6813.65456;        6813.65462;"N";       14654.00000;       14654.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";           7.00000;       47695.58192;        6813.65456;"GL";
"ZZPALLET05";"004";"004";"PALLET BALDE";"UN";"UN";         133.33000;         133.33000;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";      667260.20000;    88965802.46600;         133.33000;"UN";
"PCA952ELEIFS1";"004";"015";"PASTA ADHESIVA ELASTOEIFS GL";"GL";"GL";        3068.00000;        3068.00000;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"0004";"";"";"/  /";"/  /";           1.00000;        3068.00000;        3068.00000;"GL";
"PCA912G05BL06";"006";"007";"TEXTURAMICA G-5 BLANCO 4 GALONES";"GL";"BD";        4028.00715;        4028.00715;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"0002";"";"01";"/  /";"/  /";          10.00000;      161120.28600;       16112.02860;"BD";
"PCA960ECOPAT2";"004";"006";"ESMALTE AL AGUA COPPER 960 AMARILLO TOPACIO 1/4";"GL";"04";        8813.67852;        8813.67852;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";           2.00000;        4406.83926;        2203.41963;"04";
"PCA952TEXG046";"004";"006";"TEXTUCRYL ELASTOMERICO GRUESO NATURAL 4 GALONES";"GL";"BD";        2061.73467;        2061.73469;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"";"";"01";"/  /";"/  /";           3.00000;       24740.81604;        8246.93868;"BD";
"PCA952TEXG046";"004";"015";"TEXTUCRYL ELASTOMERICO GRUESO NATURAL 4 GALONES";"GL";"BD";        2061.73467;        2061.73469;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"";"";"01";"/  /";"/  /";           1.00000;        8246.93868;        8246.93868;"BD";
"PCA960ECOPAC2";"004";"006";"ESMALTE AL AGUA COPPER 960 AZUL COLONIAL 1/4";"GL";"04";        7241.22533;        7241.23020;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          10.00000;       18103.06333;        1810.30633;"04";
"PCA960ECOPBN1";"006";"007";"ESMALTE AL AGUA COPPER C/COBRE 960BLANCO NACAR GL";"GL";"GL";        6813.65456;        6813.65462;"N";       14654.00000;       14654.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          15.00000;      102204.81840;        6813.65456;"GL";
"PCA960ECOPLS1";"004";"006";"ESMALTE AL AGUA COPPER C/COBRE 960 LINO SUAVE GL.";"GL";"GL";        6473.68163;        6473.68186;"N";       14657.00000;       14657.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          43.00000;      278368.31009;        6473.68163;"GL";
"PCA960ECOPLS1";"006";"007";"ESMALTE AL AGUA COPPER C/COBRE 960 LINO SUAVE GL.";"GL";"GL";        6473.68163;        6473.68186;"N";       14657.00000;       14657.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";           8.00000;       51789.45304;        6473.68163;"GL";
"PCA960ECOPLS1";"007";"014";"ESMALTE AL AGUA COPPER C/COBRE 960 LINO SUAVE GL.";"GL";"GL";        6473.68163;        6473.68186;"N";       14657.00000;       14657.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";           2.00000;       12947.36326;        6473.68163;"GL";
"PCA960ECOPNE1";"004";"006";"ESMALTE AL AGUA COPPER C/COBRE 960 NEGRO GL.";"GL";"GL";        5398.25960;        5398.25960;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          76.00000;      410267.72960;        5398.25960;"GL";
"PCA960ECOPNE1";"006";"007";"ESMALTE AL AGUA COPPER C/COBRE 960 NEGRO GL.";"GL";"GL";        5398.25960;        5398.25960;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";           8.00000;       43186.07680;        5398.25960;"GL";
"PCA960ECOPNE1";"007";"014";"ESMALTE AL AGUA COPPER C/COBRE 960 NEGRO GL.";"GL";"GL";        5398.25960;        5398.25960;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";           4.00000;       21593.03840;        5398.25960;"GL";
"PCA960ECOPTC1";"004";"006";"ESMALTE AL AGUA COPPER C/COBRE 960 TOQUE CREATIVO";"GL";"GL";        6809.39748;        6809.39788;"N";       11200.00000;       11200.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          20.00000;      136187.94960;        6809.39748;"GL";
"PCA960ECOPTC1";"006";"007";"ESMALTE AL AGUA COPPER C/COBRE 960 TOQUE CREATIVO";"GL";"GL";        6809.39748;        6809.39788;"N";       11200.00000;       11200.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          10.00000;       68093.97480;        6809.39748;"GL";
"PCA960ECOPTC2";"004";"006";"ESMALTE AGUA COPPER 960 TOQUE CREATIVO 1/4 GL";"GL";"04";        8874.06889;        8874.06889;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          14.00000;       31059.24112;        2218.51722;"04";
"PCAEXTSW75706";"004";"006";"LATEX SUPERCUBRIENTE SW 7570 4 GALONES";"GL";"BD";        4309.21127;        4309.21127;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0001";"";"";"/  /";"/  /";          15.00000;      258552.67620;       17236.84508;"BD";
"PCASMARTBO06";"004";"006";"ESMALTE AGUA SMART COPPER BASE OSCURA 4 GALONES";"GL";"BD";        3366.46971;        3366.46971;"N";       10805.00000;       43220.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"01";"/  /";"/  /";          70.00000;      942611.51880;       13465.87884;"BD";
"PCASPSCANDHS6";"004";"006";"SMART COPPER CANADA HOUSE 4 GALONES";"GL";"BD";        5907.16365;        5907.16365;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          51.00000;     1205061.38460;       23628.65460;"BD";
"PCA960COPPBM5";"004";"006";"ESMALTE AL AGUA COPPER 960 BASE MEDIA 5 GALONES.";"GL";"BD";        4311.90041;        4311.90042;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          24.00000;      517428.04920;       21559.50205;"BD";
"PCA960COPPBM5";"004";"015";"ESMALTE AL AGUA COPPER 960 BASE MEDIA 5 GALONES.";"GL";"BD";        4311.90041;        4311.90042;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";           1.00000;       21559.50205;       21559.50205;"BD";
"PCA960ECOPMC1";"004";"006";"ESMALTE AL AGUA COPPER C/COBRE 960 MISTERIO COSMIC";"GL";"GL";        6668.73952;        6668.73948;"N";       14657.00000;       14657.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          48.00000;      320099.49696;        6668.73952;"GL";
"PCA960ECOPMC1";"006";"007";"ESMALTE AL AGUA COPPER C/COBRE 960 MISTERIO COSMIC";"GL";"GL";        6668.73952;        6668.73948;"N";       14657.00000;       14657.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          18.00000;      120037.31136;        6668.73952;"GL";
"PCA960EXOPAR1";"004";"006";"ESMALTE AL AGUA COPPER C/COBRE 960 AMARILLO REY GL";"GL";"GL";        6990.22031;        6990.22031;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          31.00000;      216696.82961;        6990.22031;"GL";
"PCA921CHOCO06";"004";"006";"FIBROCOPPER CHOCOLATE 4 GALONES";"GL";"BD";        3583.73684;        3583.73684;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0005";"0001";"";"";"/  /";"/  /";          19.00000;      272363.99984;       14334.94736;"BD";
"PCA921ENCINA6";"004";"006";"FIBROCOPPER ENCINA 4 GALONES";"GL";"BD";        2929.21875;        2929.21875;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0005";"0001";"";"";"/  /";"/  /";          16.00000;      187470.00000;       11716.87500;"BD";
"PCA921ROBINN6";"004";"006";"FIBROCOPPER ROBLE INNOVARTEC 4 GALONES";"GL";"BD";        2246.72674;        2246.72674;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0003";"";"";"/  /";"/  /";          13.00000;      116829.79048;        8986.90696;"BD";
"TAPA2317";"004";"004";"TAPA BALDE PP BLANCA";"UN";"UN";         474.38553;         474.38553;"N";         460.00000;         460.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         711.00000;      337288.11183;         474.38553;"UN";
"ZZENVASES01";"004";"004";"FLETE ENVASES GL.";"UN";"UN";         108.00000;         108.00000;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";      745009.00000;    80460972.00000;         108.00000;"UN";
"ZZFLETEFABRIC";"004";"004";"FLETE FABRICACION";"UN";"UN";          45.11098;          45.10570;"N";     1554000.00000;     1554000.00000;           1.00000;           0.00000;           0.00000;"008";"";"";"";"";"/  /";"/  /";     5875541.96246;   265051455.95769;          45.11098;"UN";
"PCA910BLANC02";"004";"006";"OLEO OPACO BLANCO 1/4 GL";"GL";"04";        9454.25270;        9454.25270;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0003";"";"01";"/  /";"/  /";          34.00000;       80361.14795;        2363.56318;"04";
"PCA910BLANC02";"006";"007";"OLEO OPACO BLANCO 1/4 GL";"GL";"04";        9454.25270;        9454.25270;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0003";"";"01";"/  /";"/  /";           9.00000;       21272.06858;        2363.56318;"04";
"PCA910BLANC02";"007";"014";"OLEO OPACO BLANCO 1/4 GL";"GL";"04";        9454.25270;        9454.25270;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0003";"";"01";"/  /";"/  /";           6.00000;       14181.37905;        2363.56318;"04";
"PCA9121062226";"004";"006";"TEXTURAMICA G10 SW-6222 4 GALONES.";"GL";"BD";        3885.15782;        3885.15782;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"0002";"";"";"/  /";"/  /";           7.00000;      108784.41896;       15540.63128;"BD";
"R103";"004";"004";"RESINA ELASTOMERICA BASE AGUA";"KG";"KG";        1707.71259;        1707.71292;"N";        1706.76000;        1706.76000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";        1144.37700;     1954267.01061;        1707.71259;"KG";
"PCA907BLAN001";"004";"006";"ZINC ACRYL BLANCO GL.";"GL";"GL";        7618.74471;        7620.69776;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"";"";"01";"/  /";"/  /";           1.00000;        7618.74471;        7618.74471;"GL";
"PCA907BLAN001";"006";"007";"ZINC ACRYL BLANCO GL.";"GL";"GL";        7618.74471;        7620.69776;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"";"";"01";"/  /";"/  /";          18.00000;      137137.40478;        7618.74471;"GL";
"PCA907BLAN001";"007";"014";"ZINC ACRYL BLANCO GL.";"GL";"GL";        7618.74471;        7620.69776;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"";"";"01";"/  /";"/  /";           4.00000;       30474.97884;        7618.74471;"GL";
"PCA923AZ294C1";"004";"006";"ESMALTE SECAFAST AZUL 294C GL";"GL";"GL";       12346.40000;       12346.40000;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0004";"";"";"/  /";"/  /";           8.00000;       98771.20000;       12346.40000;"GL";
"PCA912CAFEPU6";"004";"006";"TEXTURAMICA G-10 CAFE PUNTILLA 4 GALONES";"GL";"BD";        3944.75000;        3944.75000;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"0002";"";"";"/  /";"/  /";           9.00000;      142011.00000;       15779.00000;"BD";
