productId,name,dimensions_weight,dimensions_weightUnit,dimensions_length,dimensions_lengthUnit,dimensions_width,dimensions_widthUnit,dimensions_height,dimensions_heightUnit,dimensions_volume,dimensions_volumeUnit,constraints_minUnit,constraints_stepSize,packaging_unit,packaging_unitName,packaging_packageName,packaging_amountPerPackage,packaging_boxName,packaging_amountPerBox,packaging_palletName,packaging_amountPerPallet,group_name,variant_features_0_key,variant_features_0_value,variant_parentSku,variant_genericDisplayName,variant_index
PCA922BERME01,ESMALTE SINTETICO BERMELLON,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pintura para Metales,Color,BERMELLON,PCA922BLAN001,ESMALTE SINTETICO GALON,1
PCA922BLAN001,ESMALTE SINTETICO BLANCO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pintura para Metales,Color,BLANCO,PCA922BLAN001,ESMALTE SINTETICO GALON,0
PCA922CAFEM01,ESMALTE SINTETICO CAFE,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pintura para Metales,Color,CAFE,PCA922BLAN001,ESMALTE SINTETICO GALON,5
PCA922GRIMAQ1,ESMALTE SINTETICO GRIS,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pintura para Metales,Color,GRIS,PCA922BLAN001,ESMALTE SINTETICO GALON,6
PCA922NARAN01,ESMALTE SINTETICO NARANJO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pintura para Metales,Color,NARANJO,PCA922BLAN001,ESMALTE SINTETICO GALON,7
PCA922NEGRO01,ESMALTE SINTETICO NEGRO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pintura para Metales,Color,NEGRO,PCA922BLAN001,ESMALTE SINTETICO GALON,8
PCA922VERESM1,ESMALTE SINTETICO VERDE,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pintura para Metales,Color,VERDE,PCA922BLAN001,ESMALTE SINTETICO GALON,9
PCA926AMREY01,OLEO BRILLANTE AMARILLO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Oleo,Color,AMARILLO,PCA926BLAN001,OLEO BRILLANTE GALON,3
PCA926AZUPAC1,OLEO BRILLANTE AZUL,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Oleo,Color,AZUL,PCA926BLAN001,OLEO BRILLANTE GALON,2
PCA926BERME01,OLEO BRILLANTE BERMELLON,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Oleo,Color,BERMELLON,PCA926BLAN001,OLEO BRILLANTE GALON,1
PCA926BLAN001,OLEO BRILLANTE BLANCO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Oleo,Color,BLANCO,PCA926BLAN001,OLEO BRILLANTE GALON,0
PCA926CAFE001,OLEO BRILLANTE CAFE,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Oleo,Color,CAFE,PCA926BLAN001,OLEO BRILLANTE GALON,5
PCA926CREMA01,OLEO BRILLANTE CREMA,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Oleo,Color,CREMA,PCA926BLAN001,OLEO BRILLANTE GALON,6
PCA926GRIMAQ1,OLEO BRILLANTE GRIS,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Oleo,Color,GRIS,PCA926BLAN001,OLEO BRILLANTE GALON,7
PCA926NEGRO01,OLEO BRILLANTE NEGRO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Oleo,Color,NEGRO,PCA926BLAN001,OLEO BRILLANTE GALON,8
PCA926VERESM1,OLEO BRILLANTE VERDE,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Oleo,Color,VERDE,PCA926BLAN001,OLEO BRILLANTE GALON,9
PCA904BLAN001,OLEO SEMI BRILLO BLANCO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Oleo,Color,BLANCO,PCA904BLAN001,OLEO SEMIBRILLO GALON,0
PCA910BLAN001,OLEO OPACO BLANCO ,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Oleo,Color,BLANCO,PCA910BLAN001,OLEO OPACO GALON,0
PCA907BLAN001,ZINC ACRYL BLANCO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pinturas Especiales,Color,BLANCO,PCA907BLAN001,ZINC ACRYL GALON,0
PCA907GRIS001,ZINC ACRYL GRIS,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pinturas Especiales,Color,GRIS,PCA907BLAN001,ZINC ACRYL GALON,1
PCA907NEGRO01,ZINC ACRYL NEGRO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pinturas Especiales,Color,NEGRO,PCA907BLAN001,ZINC ACRYL GALON,2
PCA907ROJO001,ZINC ACRYL ROJO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pinturas Especiales,Color,ROJO,PCA907BLAN001,ZINC ACRYL GALON,3
PCA907VERD001,ZINC ACRYL VERDE,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pinturas Especiales,Color,VERDE,PCA907BLAN001,ZINC ACRYL GALON,4
PCA106BAALER1,BARNIZ MARINO ALERCE,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Barnices,Color,ALERCE,PCA106BANAT01,BARNIZ MARINO GALON,3
PCA106BACAOB1,BARNIZ MARINO CAOBA,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Barnices,Color,CAOBA,PCA106BANAT01,BARNIZ MARINO GALON,2
PCA106BAMAPL1,BARNIZ MARINO MAPLE,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Barnices,Color,MAPLE,PCA106BANAT01,BARNIZ MARINO GALON,1
PCA106BANAT01,BARNIZ MARINO NATURAL,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Barnices,Color,NATURAL,PCA106BANAT01,BARNIZ MARINO GALON,0
PCA106BANOG01,BARNIZ MARINO NOGAL,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Barnices,Color,NOGAL,PCA106BANAT01,BARNIZ MARINO GALON,4
PCA106BAROBL1,BARNIZ MARINO ROBLE,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Barnices,Color,ROBLE,PCA106BANAT01,BARNIZ MARINO GALON,5
PCA106BLANCO1,ANTICORROSIVO ESTRUCTURAL BLANCO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pintura para Metales,Color,BLANCO,PCA106BLANCO1,ANTICORROSIVO ESTRUCTURAL GALON,0
PCA106GRIS001,ANTICORROSIVO ESTRUCTURAL GRIS,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pintura para Metales,Color,GRIS,PCA106BLANCO1,ANTICORROSIVO ESTRUCTURAL GALON,1
PCA106NEGR001,ANTICORROSIVO ESTRUCTURAL NEGRO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pintura para Metales,Color,NEGRO,PCA106BLANCO1,ANTICORROSIVO ESTRUCTURAL GALON,2
PCA106OCRE001,ANTICORROSIVO ESTRUCTURAL OCRE,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pintura para Metales,Color,OCRE,PCA106BLANCO1,ANTICORROSIVO ESTRUCTURAL GALON,3
PCA106ROJO001,ANTICORROSIVO ESTRUCTURAL ROJO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pintura para Metales,Color,ROJO,PCA106BLANCO1,ANTICORROSIVO ESTRUCTURAL GALON,4
PCA106VERDE01,ANTICORROSIVO ESTRUCTURAL VERDE,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pintura para Metales,Color,VERDE,PCA106BLANCO1,ANTICORROSIVO ESTRUCTURAL GALON,5
PCA914BLAOIN1,ESMALTE AL AGUA OPACO BLANCO ,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Esmalte al Agua,Color,BLANCO,PCA914BLAOIN1,ESMALTE AL AGUA OPACO GALON,0
PCAEXTRACUB01,LATEX SUPER CUBRIENTE BLANCO ,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Latex,Color,BLANCO,PCAEXTRACUB01,LATEX SUPER CUBRIENTE GALON,0
PCA921ARCHO01,FIBRO COPPER CHOCOLATE,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pinturas Especiales,Color,CHOCOLATE,PCA921NEGRO01,FIBRO COPPER GALON,9
PCA921ARROB01,FIBRO COPPER ROBLE,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pinturas Especiales,Color,ROBLE,PCA921NEGRO01,FIBRO COPPER GALON,8
PCA921AZULCA1,FIBRO COPPER AZUL CANADA,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pinturas Especiales,Color,AZUL CANADA,PCA921NEGRO01,FIBRO COPPER GALON,7
PCA921CANE001,FIBRO COPPER CANELA,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pinturas Especiales,Color,CANELA,PCA921NEGRO01,FIBRO COPPER GALON,6
PCA921CAOBA01,FIBRO COPPER CAOBA,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pinturas Especiales,Color,CAOBA,PCA921NEGRO01,FIBRO COPPER GALON,5
PCA921CASA001,FIBRO COPPER CASA MAQUINA,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pinturas Especiales,Color,CASA MAQUINA,PCA921NEGRO01,FIBRO COPPER GALON,4
PCA921CAST001,FIBRO COPPER CASTAÑO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pinturas Especiales,Color,CASTAÑO,PCA921NEGRO01,FIBRO COPPER GALON,3
PCA921GRISOS1,FIBRO COPPER GRIS OSCURO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pinturas Especiales,Color,GRIS OSCURO,PCA921NEGRO01,FIBRO COPPER GALON,2
PCA921NEGRO01,FIBRO COPPER NEGRO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pinturas Especiales,Color,NEGRO,PCA921NEGRO01,FIBRO COPPER GALON,1
PCA925CONST01,ESMALTE AL AGUA CONSTRUCCION BLANCO ,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Esmalte al Agua,Color,BLANCO,PCA925CONST01,ESMALTE AL AGUA CONSTRUCCION GALON,0
PCA900OBRBAN1,LATEX OBRA BLANCO ,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Latex,Color,BLANCO,PCA900OBRBAN1,LATEX OBRA GALON,0
PCA901CONST01,LATEX CONSTRUCCION BLANCO ,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Latex,Color,BLANCO,PCA901CONST01,LATEX CONSTRUCCION GALON,0
PCA103MADPLU2,VITROPLUS INCOLORO ,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Barnices,Color,INCOLORO,PCA103MADPLU2,VITROPLUS INCOLORO 1/4 GALON,0
PCA108BLAN002,ESMALTE ANTICORROSIVO DOBLE ACCION BLANCO,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Pintura para Metales,Color,BLANCO,PCA108BLAN002,ESMALTE ANTICORROSIVO DOBLE ACCION 1/4 Galon,0
PCA108GRIS002,ESMALTE ANTICORROSIVO DOBLE ACCION GRIS,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Pintura para Metales,Color,GRIS,PCA108BLAN002,ESMALTE ANTICORROSIVO DOBLE ACCION 1/4 Galon,1
PCA108NEGRO02,ESMALTE ANTICORROSIVO DOBLE ACCION NEGRO,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Pintura para Metales,Color,NEGRO,PCA108BLAN002,ESMALTE ANTICORROSIVO DOBLE ACCION 1/4 Galon,2
PCA108ROJO002,ESMALTE ANTICORROSIVO DOBLE ACCION ROJO,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Pintura para Metales,Color,ROJO,PCA108BLAN002,ESMALTE ANTICORROSIVO DOBLE ACCION 1/4 Galon,3
PCA108VERDE02,ESMALTE ANTICORROSIVO DOBLE ACCION VERDE,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Pintura para Metales,Color,VERDE,PCA108BLAN002,ESMALTE ANTICORROSIVO DOBLE ACCION 1/4 Galon,4
PCA922AREY002,ESMALTE SINTETICO AMARILLO,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Pintura para Metales,Color,AMARILLO,PCA922BLAN002,ESMALTE SINTETICO 1/4 GALON,1
PCA922AZPACI2,ESMALTE SINTETICO AZUL,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Pintura para Metales,Color,AZUL,PCA922BLAN002,ESMALTE SINTETICO 1/4 GALON,2
PCA922BERME02,ESMALTE SINTETICO BERMELLON,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Pintura para Metales,Color,BERMELLON,PCA922BLAN002,ESMALTE SINTETICO 1/4 GALON,3
PCA922BLAN002,ESMALTE SINTETICO BLANCO,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Pintura para Metales,Color,BLANCO,PCA922BLAN002,ESMALTE SINTETICO 1/4 GALON,0
PCA922CAFMO02,ESMALTE SINTETICO CAFE,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Pintura para Metales,Color,CAFE,PCA922BLAN002,ESMALTE SINTETICO 1/4 GALON,4
PCA922GRIMA02,ESMALTE SINTETICO GRIS,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Pintura para Metales,Color,GRIS,PCA922BLAN002,ESMALTE SINTETICO 1/4 GALON,5
PCA922NARAN02,ESMALTE SINTETICO NARANJO,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Pintura para Metales,Color,NARANJO,PCA922BLAN002,ESMALTE SINTETICO 1/4 GALON,6
PCA922NEGRO02,ESMALTE SINTETICO NEGRO,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Pintura para Metales,Color,NEGRO,PCA922BLAN002,ESMALTE SINTETICO 1/4 GALON,7
PCA922VERESM2,ESMALTE SINTETICO VERDE,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Pintura para Metales,Color,VERDE,PCA922BLAN002,ESMALTE SINTETICO 1/4 GALON,8
PCA113NEGRO02,STAIN  NEGRO,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Barnices,Color,NEGRO,PCA113NEGRO02,STAIN 1/4 GALON,0
PCA113POLALE2,STAIN  ALERCE,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Barnices,Color,ALERCE,PCA113NEGRO02,STAIN 1/4 GALON,1
PCA113POLARB2,STAIN  ARBOLEDA,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Barnices,Color,ARBOLEDA,PCA113NEGRO02,STAIN 1/4 GALON,2
PCA113POLCAO2,STAIN  CAOBA,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Barnices,Color,CAOBA,PCA113NEGRO02,STAIN 1/4 GALON,3
PCA113POLCAS2,STAIN  CASTAÑO,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Barnices,Color,CASTAÑO,PCA113NEGRO02,STAIN 1/4 GALON,4
PCA113POLENC2,STAIN  ENCINA,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Barnices,Color,ENCINA,PCA113NEGRO02,STAIN 1/4 GALON,5
PCA113POLNAT2,STAIN  NATURAL,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Barnices,Color,NATURAL,PCA113NEGRO02,STAIN 1/4 GALON,6
PCA113POLNOG2,STAIN  NOGAL,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Barnices,Color,NOGAL,PCA113NEGRO02,STAIN 1/4 GALON,7
PCA113POLORE2,STAIN  PINO OREGON,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Barnices,Color,PINO OREGON,PCA113NEGRO02,STAIN 1/4 GALON,8
PCA113POLPAR2,STAIN  PALO ROSA,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Barnices,Color,PALO ROSA,PCA113NEGRO02,STAIN 1/4 GALON,9
PCA113POLROB2,STAIN  ROBLE,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Barnices,Color,ROBLE,PCA113NEGRO02,STAIN 1/4 GALON,10
PCA113POLVER2,STAIN  VERDE,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Barnices,Color,VERDE,PCA113NEGRO02,STAIN 1/4 GALON,11
PCA926AMAREY2,OLEO BRILLANTE AMARILLO,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Oleo,Color,AMARILLO,PCA926BLAN002,OLEO BRILLANTE 1/4 GALON,1
PCA926AZUPAC2,OLEO BRILLANTE AZUL,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Oleo,Color,AZUL,PCA926BLAN002,OLEO BRILLANTE 1/4 GALON,2
PCA926BERME02,OLEO BRILLANTE BERMELLON,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Oleo,Color,BERMELLON,PCA926BLAN002,OLEO BRILLANTE 1/4 GALON,3
PCA926BLAN002,OLEO BRILLANTE BLANCO,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Oleo,Color,BLANCO,PCA926BLAN002,OLEO BRILLANTE 1/4 GALON,0
PCA926CAFE002,OLEO BRILLANTE CAFE,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Oleo,Color,CAFE,PCA926BLAN002,OLEO BRILLANTE 1/4 GALON,4
PCA926CREMA02,OLEO BRILLANTE CREMA,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Oleo,Color,CREMA,PCA926BLAN002,OLEO BRILLANTE 1/4 GALON,5
PCA926GRIMAQ2,OLEO BRILLANTE GRIS,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Oleo,Color,GRIS,PCA926BLAN002,OLEO BRILLANTE 1/4 GALON,6
PCA926NEGRO02,OLEO BRILLANTE NEGRO,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Oleo,Color,NEGRO,PCA926BLAN002,OLEO BRILLANTE 1/4 GALON,7
PCA926VERESM2,OLEO BRILLANTE VERDE,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Oleo,Color,VERDE,PCA926BLAN002,OLEO BRILLANTE 1/4 GALON,8
PCA106BAALER2,BARNIZ MARINO ALERCE,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Barnices,Color,ALERCE,PCA106BANAT02,BARNIZ MARINO 1/4 GALON,3
PCA106BACAB02,BARNIZ MARINO CAOBA,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Barnices,Color,CAOBA,PCA106BANAT02,BARNIZ MARINO 1/4 GALON,4
PCA106BAMAPL2,BARNIZ MARINO MAPLE,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Barnices,Color,MAPLE,PCA106BANAT02,BARNIZ MARINO 1/4 GALON,5
PCA106BANAT02,BARNIZ MARINO NATURAL,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Barnices,Color,NATURAL,PCA106BANAT02,BARNIZ MARINO 1/4 GALON,0
PCA106BANOG02,BARNIZ MARINO NOGAL,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Barnices,Color,NOGAL,PCA106BANAT02,BARNIZ MARINO 1/4 GALON,1
PCA106BAROBL2,BARNIZ MARINO ROBLE,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Barnices,Color,ROBLE,PCA106BANAT02,BARNIZ MARINO 1/4 GALON,2
PCA904BLAN002,OLEO SEMI BRILLO BLANCO,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Oleo,Color,BLANCO,PCA904BLAN002,OLEO SEMI BRILLO 1/4 GALON,0
PCA106BLANC02,ANTICORROSIVO ESTRUCTURAL BLANCO,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Pintura para Metales,Color,BLANCO,PCA106BLANC02,ANTICORROSIVO ESTRUCTURAL 1/4 GALON,0
PCA106GRIS002,ANTICORROSIVO ESTRUCTURAL GRIS,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Pintura para Metales,Color,GRIS,PCA106BLANC02,ANTICORROSIVO ESTRUCTURAL 1/4 GALON,1
PCA106NEGRO02,ANTICORROSIVO ESTRUCTURAL NEGRO,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Pintura para Metales,Color,NEGRO,PCA106BLANC02,ANTICORROSIVO ESTRUCTURAL 1/4 GALON,2
PCA106ROJO002,ANTICORROSIVO ESTRUCTURAL ROJO,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Pintura para Metales,Color,ROJO,PCA106BLANC02,ANTICORROSIVO ESTRUCTURAL 1/4 GALON,3
PCA106VERDE02,ANTICORROSIVO ESTRUCTURAL VERDE,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Pintura para Metales,Color,VERDE,PCA106BLANC02,ANTICORROSIVO ESTRUCTURAL 1/4 GALON,4
PCA910BLANC02,OLEO OPACO BLANCO,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Oleo,Color,BLANCO,PCA910BLANC02,OLEO OPACO 1/4 GALON,0
