productId,name,dimensions_weight,dimensions_weightUnit,dimensions_length,dimensions_lengthUnit,dimensions_width,dimensions_widthUnit,dimensions_height,dimensions_heightUnit,dimensions_volume,dimensions_volumeUnit,constraints_minUnit,constraints_stepSize,packaging_unit,packaging_unitName,packaging_packageName,packaging_amountPerPackage,packaging_boxName,packaging_amountPerBox,packaging_palletName,packaging_amountPerPallet,group_name,variant_features_0_key,variant_features_0_value,variant_parentSku,variant_genericDisplayName,variant_index
PCA920AGUINC2,SELLADOR HIDROREPELENTE PARA MADERAS INCOLORO,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Barnices,Color,INCOLORO,PCA920AGUINC2,SELLADOR HIDROREPELENTE PARA MADERAS 1/4 GALON,0
PCA960ECOPAC2,ESMALTE AL AGUA COPPER  AZUL COLONIAL,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Esmalte al Agua,Color,AZUL COLONIAL,PCA960ECOPPBL2,ESMALTE AL AGUA COPPER 1/4 GALON,2
PCA960ECOPAT2,ESMALTE AL AGUA COPPER AMARILLO TOPACIO,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Esmalte al Agua,Color,AMARILLO TOPACIO,PCA960ECOPPBL2,ESMALTE AL AGUA COPPER 1/4 GALON,3
PCA960ECOPBE2,ESMALTE AL AGUA COPPER BOSQUE ENCANTADO,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Esmalte al Agua,Color,BOSQUE ENCANTADO,PCA960ECOPPBL2,ESMALTE AL AGUA COPPER 1/4 GALON,4
PCA960ECOPBI2,ESMALTE AL AGUA COPPER BLANCO INVIERNO,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Esmalte al Agua,Color,BLANCO INVIERNO,PCA960ECOPPBL2,ESMALTE AL AGUA COPPER 1/4 GALON,5
PCA960ECOPBN2,ESMALTE AL AGUA COPPER BLANCO NACAR,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Esmalte al Agua,Color,BLANCO NACAR,PCA960ECOPPBL2,ESMALTE AL AGUA COPPER 1/4 GALON,6
PCA960ECOPBV2,ESMALTE AL AGUA COPPER BUENAS VIBRAS,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Esmalte al Agua,Color,BUENAS VIBRAS,PCA960ECOPPBL2,ESMALTE AL AGUA COPPER 1/4 GALON,7
PCA960ECOPCA2,ESMALTE AL AGUA COPPER  CENIZA ACTIVA,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Esmalte al Agua,Color,CENIZA ACTIVA,PCA960ECOPPBL2,ESMALTE AL AGUA COPPER 1/4 GALON,8
PCA960ECOPCC2,ESMALTE AL AGUA COPPER CALIDA CALMA,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Esmalte al Agua,Color,CALIDA CALMA,PCA960ECOPPBL2,ESMALTE AL AGUA COPPER 1/4 GALON,9
PCA960ECOPDA2,ESMALTE AL AGUA COPPER DAMASCO,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Esmalte al Agua,Color,DAMASCO,PCA960ECOPPBL2,ESMALTE AL AGUA COPPER 1/4 GALON,10
PCA960ECOPGA2,ESMALTE AL AGUA COPPER GLACIAR AUSTRAL,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Esmalte al Agua,Color,GLACIAR AUSTRAL,PCA960ECOPPBL2,ESMALTE AL AGUA COPPER 1/4 GALON,11
PCA960ECOPLS2,ESMALTE AL AGUA COPPER LINO SUAVE,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Esmalte al Agua,Color,LINO SUAVE,PCA960ECOPPBL2,ESMALTE AL AGUA COPPER 1/4 GALON,12
PCA960ECOPMC2,ESMALTE AL AGUA COPPER MISTERIO COSMICO,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Esmalte al Agua,Color,MISTERIO COSMICO,PCA960ECOPPBL2,ESMALTE AL AGUA COPPER 1/4 GALON,13
PCA960ECOPNE2,ESMALTE AL AGUA COPPER NEGRO,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Esmalte al Agua,Color,NEGRO,PCA960ECOPPBL2,ESMALTE AL AGUA COPPER 1/4 GALON,14
PCA960ECOPPI2,ESMALTE AL AGUA COPPER PISTACHO,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Esmalte al Agua,Color,PISTACHO,PCA960ECOPPBL2,ESMALTE AL AGUA COPPER 1/4 GALON,15
PCA960ECOPRC2,ESMALTE AL AGUA COPPER ROJO COLONIAL,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Esmalte al Agua,Color,ROJO COLONIAL,PCA960ECOPPBL2,ESMALTE AL AGUA COPPER 1/4 GALON,16
PCA960ECOPRJ2,ESMALTE AL AGUA COPPER ROJO JAPON,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Esmalte al Agua,Color,ROJO JAPON,PCA960ECOPPBL2,ESMALTE AL AGUA COPPER 1/4 GALON,17
PCA960ECOPRT2,ESMALTE AL AGUA COPPER ROSADO TULIPAN,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Esmalte al Agua,Color,ROSADO TULIPAN,PCA960ECOPPBL2,ESMALTE AL AGUA COPPER 1/4 GALON,18
PCA960ECOPSM2,ESMALTE AL AGUA COPPER SUR MAGICO,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Esmalte al Agua,Color,SUR MAGICO,PCA960ECOPPBL2,ESMALTE AL AGUA COPPER 1/4 GALON,19
PCA960ECOPTC2,ESMALTE AL AGUA COPPER TOQUE CREATIVO,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Esmalte al Agua,Color,TOQUE CREATIVO,PCA960ECOPPBL2,ESMALTE AL AGUA COPPER 1/4 GALON,20
PCA960EXOPAR2,ESMALTE AL AGUA COPPER AMARILLO REY,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Esmalte al Agua,Color,AMARILLO REY,PCA960ECOPPBL2,ESMALTE AL AGUA COPPER 1/4 GALON,21
PCA901CONST04,LATEX CONSTRUCCION BLANCO ,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,1/4 Galon,Display,6,Medio Pallet,228,Pallet,450,Latex,Color,BLANCO,PCA901CONST04,LATEX CONSTRUCCION BALDE,0
PCA960COPPBM5,ESMALTE AL AGUA COPPER BASE MEDIA,30,kg,31,cm,31,cm,37,cm,35557,cm³,1,1,BD5,Balde 5 Galones,Display,1,Medio Pallet,12,Pallet,24,Esmalte al Agua,Color,BASE MEDIA,PCA960ECOPBL5,ESMALTE AL AGUA COPPER BALDE (5GL),3
PCA960ECOPBO5,ESMALTE AL AGUA COPPER BASE OSCURA,30,kg,31,cm,31,cm,37,cm,35557,cm³,1,1,BD5,Balde 5 Galones,Display,1,Medio Pallet,12,Pallet,24,Esmalte al Agua,Color,BASE OSCURA,PCA960ECOPBL5,ESMALTE AL AGUA COPPER BALDE (5GL),2
PCA108INCO001,ESMALTE ANTICORROSIVO DOBLE ACCION INCOLORO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pintura para Metales,Color,INCOLORO,PCA108BLAN001,ESMALTE ANTICORROSIVO DOBLE ACCION GALON,5
PCA960COPPBM1,ESMALTE AL AGUA COPPER BASE MEDIA,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Esmalte al Agua,Color,BASE MEDIA,PCA960COPPBL1,ESMALTE AL AGUA COPPER GALON,23
PCA960ECOPBO1,ESMALTE AL AGUA COPPER BASE OSCURA,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Esmalte al Agua,Color,BASE OSCURA,PCA960COPPBL1,ESMALTE AL AGUA COPPER GALON,22
PCA960ECONE5,ESMALTE AL AGUA COPPER NEGRO,30,kg,31,cm,31,cm,37,cm,35557,cm³,1,1,BD5,Balde 5 Galones,Display,1,Medio Pallet,18,Pallet,24,Esmalte al Agua,Color,NEGRO,PCA960ECOPBL5,ESMALTE AL AGUA COPPER BALDE (5GL),1
PCA960ECOPBL5,ESMALTE AL AGUA COPPER BLANCO,30,kg,31,cm,31,cm,37,cm,35557,cm³,1,1,BD5,Balde 5 Galones,Display,1,Medio Pallet,18,Pallet,24,Esmalte al Agua,Color,BLANCO,PCA960ECOPBL5,ESMALTE AL AGUA COPPER BALDE (5GL),0
PCAEXTRACUB06,LATEX SUPER CUBRIENTE BLANCO,25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,1,Medio Pallet,18,Pallet,36,Latex,Color,BLANCO,PCAEXTRACUB06,LATEX SUPER CUBRIENTE BALDE,0
PCA103MADPLU1,VITROPLUS INCOLORO ,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Barnices,Color,INCOLORO,PCA103MADPLU1,VITROPLUS GALON,0
PCA108BLAN001,ESMALTE ANTICORROSIVO DOBLE ACCION BLANCO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pintura para Metales,Color,BLANCO,PCA108BLAN001,ESMALTE ANTICORROSIVO DOBLE ACCION GALON,0
PCA108GRIS001,ESMALTE ANTICORROSIVO DOBLE ACCION GRIS,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pintura para Metales,Color,GRIS,PCA108BLAN001,ESMALTE ANTICORROSIVO DOBLE ACCION GALON,1
PCA108NEGR001,ESMALTE ANTICORROSIVO DOBLE ACCION NEGRO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pintura para Metales,Color,NEGRO,PCA108BLAN001,ESMALTE ANTICORROSIVO DOBLE ACCION GALON,2
PCA108ROJO001,ESMALTE ANTICORROSIVO DOBLE ACCION ROJO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pintura para Metales,Color,ROJO,PCA108BLAN001,ESMALTE ANTICORROSIVO DOBLE ACCION GALON,3
PCA108VERDE01,ESMALTE ANTICORROSIVO DOBLE ACCION VERDE,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Pintura para Metales,Color,VERDE,PCA108BLAN001,ESMALTE ANTICORROSIVO DOBLE ACCION GALON,4
PCA113NEGRO01,STAIN  NEGRO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Barnices,Color,NEGRO,PCA113POLNAT1,STAIN GALON,1
PCA113POLALE1,STAIN  ALERCE,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Barnices,Color,ALERCE,PCA113POLNAT1,STAIN GALON,2
PCA113POLARB1,STAIN  ARBOLEDA,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Barnices,Color,ARBOLEDA,PCA113POLNAT1,STAIN GALON,3
PCA113POLCAO1,STAIN  CAOBA,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Barnices,Color,CAOBA,PCA113POLNAT1,STAIN GALON,4
PCA113POLCAS1,STAIN  CASTAÑO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Barnices,Color,CASTAÑO,PCA113POLNAT1,STAIN GALON,5
PCA113POLENC1,STAIN  ENCINA,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Barnices,Color,ENCINA,PCA113POLNAT1,STAIN GALON,6
PCA113POLNAT1,STAIN  NATURAL,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Barnices,Color,NATURAL,PCA113POLNAT1,STAIN GALON,0
PCA113POLNOG1,STAIN  NOGAL,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Barnices,Color,NOGAL,PCA113POLNAT1,STAIN GALON,7
PCA113POLORE1,STAIN  PINO OREGON,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Barnices,Color,PINO OREGON,PCA113POLNAT1,STAIN GALON,8
PCA113POLPAR1,STAIN  PALO ROSA,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Barnices,Color,PALO ROSA,PCA113POLNAT1,STAIN GALON,9
PCA113POLROB1,STAIN  ROBLE,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Barnices,Color,ROBLE,PCA113POLNAT1,STAIN GALON,10
PCA113POLVER1,STAIN  VERDE,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Barnices,Color,VERDE,PCA113POLNAT1,STAIN GALON,11
PCA960CAFEMO1,ESMALTE AL AGUA COPPER CAFE,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Esmalte al Agua,Color,CAFE,PCA960COPPBL1,ESMALTE AL AGUA COPPER GALON,21
PCA960COPPBL1,ESMALTE AL AGUA COPPER BLANCO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Esmalte al Agua,Color,BLANCO,PCA960COPPBL1,ESMALTE AL AGUA COPPER GALON,0
PCA960ECOPAC1,ESMALTE AL AGUA COPPER AZUL COLONIAL,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Esmalte al Agua,Color,AZUL COLONIAL,PCA960COPPBL1,ESMALTE AL AGUA COPPER GALON,1
PCA960ECOPAT1,ESMALTE AL AGUA COPPER AMARILLO TOPACIO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Esmalte al Agua,Color,AMARILLO TOPACIO,PCA960COPPBL1,ESMALTE AL AGUA COPPER GALON,2
PCA960ECOPBE1,ESMALTE AL AGUA COPPER BOSQUE ENCANTADO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Esmalte al Agua,Color,BOSQUE ENCANTADO,PCA960COPPBL1,ESMALTE AL AGUA COPPER GALON,3
PCA960ECOPBI1,ESMALTE AL AGUA COPPER BLANCO INVIERNO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Esmalte al Agua,Color,BLANCO INVIERNO,PCA960COPPBL1,ESMALTE AL AGUA COPPER GALON,4
PCA960ECOPBN1,ESMALTE AL AGUA COPPER BLANCO NACAR,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Esmalte al Agua,Color,BLANCO NACAR,PCA960COPPBL1,ESMALTE AL AGUA COPPER GALON,5
PCA960ECOPBV1,ESMALTE AL AGUA COPPER BUENAS VIBRAS,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Esmalte al Agua,Color,BUENAS VIBRAS,PCA960COPPBL1,ESMALTE AL AGUA COPPER GALON,6
PCA960ECOPCA1,ESMALTE AL AGUA COPPER CENIZA ACTIVA,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Esmalte al Agua,Color,CENIZA ACTIVA,PCA960COPPBL1,ESMALTE AL AGUA COPPER GALON,7
PCA960ECOPCC1,ESMALTE AL AGUA COPPER CALIDA CALMA,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Esmalte al Agua,Color,CALIDA CALMA,PCA960COPPBL1,ESMALTE AL AGUA COPPER GALON,8
PCA960ECOPDA1,ESMALTE AL AGUA COPPER DAMASCO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Esmalte al Agua,Color,DAMASCO,PCA960COPPBL1,ESMALTE AL AGUA COPPER GALON,9
PCA960ECOPGA1,ESMALTE AL AGUA COPPER GLACIAR AUSTRAL,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Esmalte al Agua,Color,GLACIAR AUSTRAL,PCA960COPPBL1,ESMALTE AL AGUA COPPER GALON,10
PCA960ECOPLS1,ESMALTE AL AGUA COPPER LINO SUAVE,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Esmalte al Agua,Color,LINO SUAVE,PCA960COPPBL1,ESMALTE AL AGUA COPPER GALON,11
PCA960ECOPMC1,ESMALTE AL AGUA COPPER MISTERIO COSMICO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Esmalte al Agua,Color,MISTERIO COSMICO,PCA960COPPBL1,ESMALTE AL AGUA COPPER GALON,12
PCA960ECOPNE1,ESMALTE AL AGUA COPPER NEGRO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Esmalte al Agua,Color,NEGRO,PCA960COPPBL1,ESMALTE AL AGUA COPPER GALON,13
PCA960ECOPPI1,ESMALTE AL AGUA COPPER PISTACHO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Esmalte al Agua,Color,PISTACHO,PCA960COPPBL1,ESMALTE AL AGUA COPPER GALON,14
PCA960ECOPRC1,ESMALTE AL AGUA COPPER ROJO COLONIAL,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Esmalte al Agua,Color,ROJO COLONIAL,PCA960COPPBL1,ESMALTE AL AGUA COPPER GALON,15
PCA960ECOPRJ1,ESMALTE AL AGUA COPPER ROJO JAPON,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Esmalte al Agua,Color,ROJO JAPON,PCA960COPPBL1,ESMALTE AL AGUA COPPER GALON,16
PCA960ECOPRT1,ESMALTE AL AGUA COPPER ROSADO TULIPAN,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Esmalte al Agua,Color,ROSADO TULIPAN,PCA960COPPBL1,ESMALTE AL AGUA COPPER GALON,17
PCA960ECOPSM1,ESMALTE AL AGUA COPPER SUR MAGICO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Esmalte al Agua,Color,SUR MAGICO,PCA960COPPBL1,ESMALTE AL AGUA COPPER GALON,18
PCA960ECOPTC1,ESMALTE AL AGUA COPPER TOQUE CREATIVO,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Esmalte al Agua,Color,TOQUE CREATIVO,PCA960COPPBL1,ESMALTE AL AGUA COPPER GALON,19
PCA960EXOPAR1,ESMALTE AL AGUA COPPER AMARILLO REY,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,4,Medio Pallet,72,Pallet,144,Esmalte al Agua,Color,AMARILLO REY,PCA960COPPBL1,ESMALTE AL AGUA COPPER GALON,20
